ev_id,station_id,arrival_time,departure_deadline,battery_capacity_kWh,initial_soc,target_soc,max_charging_power_kW,energy_required_kWh,minimum_charging_time_h,flexibility_buffer_h,scenario
EV_14f1f7c2,ST012,2025-04-01 00:51:45,2025-04-01 05:26:19,93.59,54.76,85.54,11,28.81,2.62,1.96,normal_demand
EV_506e7c56,ST020,2025-04-01 00:53:07,2025-04-01 08:34:51,92.34,47.76,96.43,22,44.94,2.04,5.65,normal_demand
EV_deb86876,ST015,2025-04-01 00:53:46,2025-04-01 06:11:18,71.04,46.87,85.61,7,27.52,3.93,1.36,normal_demand
EV_d2a40ea3,ST020,2025-04-01 00:58:38,2025-04-01 05:36:23,59.32,42.82,87.68,11,26.61,2.42,2.21,normal_demand
EV_4376cf78,ST002,2025-04-01 00:58:42,2025-04-01 09:21:57,43.06,15.82,93.52,7,33.46,4.78,3.61,normal_demand
EV_ea042627,ST017,2025-04-01 01:02:09,2025-04-01 05:43:45,81.28,23.65,98.19,22,60.58,2.75,1.94,normal_demand
EV_f6d21019,ST018,2025-04-01 01:05:07,2025-04-01 07:43:53,82.86,51.99,93.02,11,33.99,3.09,3.56,normal_demand
EV_f28f1ed2,ST013,2025-04-01 01:05:14,2025-04-01 14:09:26,99.78,19.87,87.24,7,67.22,9.6,3.47,normal_demand
EV_1e9abfb0,ST001,2025-04-01 01:05:26,2025-04-01 09:05:08,78.19,46.4,89.67,7,33.83,4.83,3.16,normal_demand
EV_12c49339,ST009,2025-04-01 01:06:14,2025-04-01 05:14:59,64.89,50.59,82.29,50,20.57,0.41,3.73,normal_demand
EV_a55bd61e,ST013,2025-04-01 01:06:53,2025-04-01 04:58:45,90.53,36.96,93.08,22,50.81,2.31,1.55,normal_demand
EV_7b9f9826,ST002,2025-04-01 01:14:07,2025-04-01 08:36:19,85.24,49.1,89.88,22,34.76,1.58,5.79,normal_demand
EV_a64221fd,ST009,2025-04-01 01:14:25,2025-04-01 09:19:15,79.51,57.83,96.05,7,30.39,4.34,3.74,normal_demand
EV_05ac1283,ST005,2025-04-01 01:21:04,2025-04-01 05:54:22,41.64,41.81,89.78,7,19.97,2.85,1.7,normal_demand
EV_f22d7dbc,ST011,2025-04-01 01:22:53,2025-04-01 05:36:57,59.76,49.71,85.78,50,21.56,0.43,3.8,normal_demand
EV_15dbcd02,ST006,2025-04-01 01:23:38,2025-04-01 06:58:01,93.76,39.01,88.99,11,46.87,4.26,1.31,normal_demand
EV_d543c79b,ST014,2025-04-01 01:31:31,2025-04-01 05:05:46,53.01,34.84,98.18,22,33.58,1.53,2.04,normal_demand
EV_e5225a63,ST016,2025-04-01 01:33:40,2025-04-01 11:22:10,99.76,45.81,89.28,7,43.37,6.2,3.61,normal_demand
EV_afdbfeb1,ST001,2025-04-01 01:39:52,2025-04-01 09:21:35,96.23,46.3,94.58,7,46.46,6.64,1.06,normal_demand
EV_2cf638c4,ST017,2025-04-01 01:41:37,2025-04-01 06:56:21,44.36,55.95,94.48,11,17.09,1.55,3.69,normal_demand
EV_c6d1861d,ST019,2025-04-01 01:42:30,2025-04-01 08:57:58,31.78,46.64,93.46,7,14.88,2.13,5.13,normal_demand
EV_93deb827,ST016,2025-04-01 01:44:46,2025-04-01 05:41:39,31.29,23.49,87.71,7,20.09,2.87,1.08,normal_demand
EV_49f3d2f5,ST006,2025-04-01 01:46:16,2025-04-01 06:04:25,71.66,22.96,82.61,22,42.74,1.94,2.36,normal_demand
EV_969078a6,ST019,2025-04-01 01:46:37,2025-04-01 07:21:02,94.86,42.1,89.02,11,44.51,4.05,1.53,normal_demand
EV_26b23381,ST012,2025-04-01 01:47:21,2025-04-01 10:17:12,93.29,41.19,83.29,7,39.28,5.61,2.89,normal_demand
EV_de6b392e,ST006,2025-04-01 01:50:51,2025-04-01 14:14:53,78.33,37.0,99.67,7,49.09,7.01,5.39,normal_demand
EV_09012fc1,ST020,2025-04-01 01:51:56,2025-04-01 06:21:27,39.58,13.45,97.31,11,33.19,3.02,1.47,normal_demand
EV_e31df464,ST002,2025-04-01 01:52:58,2025-04-01 08:06:44,88.72,48.22,97.48,22,43.71,1.99,4.24,normal_demand
EV_a6826efd,ST008,2025-04-01 01:57:08,2025-04-01 08:17:20,70.36,13.85,83.08,11,48.71,4.43,1.91,normal_demand
EV_6a30d6b6,ST011,2025-04-01 02:00:14,2025-04-01 06:49:52,71.82,31.7,86.85,11,39.61,3.6,1.23,normal_demand
EV_70f45f18,ST014,2025-04-01 02:01:06,2025-04-01 06:24:38,42.02,43.82,99.22,7,23.28,3.33,1.07,normal_demand
EV_0d81e339,ST005,2025-04-01 02:01:09,2025-04-01 10:12:07,33.63,31.62,82.21,7,17.01,2.43,5.75,normal_demand
EV_d143f841,ST020,2025-04-01 02:02:09,2025-04-01 08:38:42,49.18,12.93,91.07,50,38.44,0.77,5.84,normal_demand
EV_dd76c26a,ST006,2025-04-01 02:02:54,2025-04-01 07:13:10,94.57,10.61,86.78,22,72.04,3.27,1.9,normal_demand
EV_a6a93f52,ST015,2025-04-01 02:07:25,2025-04-01 07:44:19,39.38,40.55,89.25,22,19.18,0.87,4.74,normal_demand
EV_234c8d8c,ST006,2025-04-01 02:10:01,2025-04-01 07:51:36,37.12,59.61,89.43,7,11.07,1.58,4.11,normal_demand
EV_236f4c97,ST017,2025-04-01 02:11:20,2025-04-01 10:26:36,92.62,40.98,95.12,7,50.15,7.16,1.09,normal_demand
EV_731b0551,ST010,2025-04-01 02:11:27,2025-04-01 07:44:15,56.58,17.44,89.08,22,40.53,1.84,3.7,normal_demand
EV_5970acde,ST014,2025-04-01 02:14:04,2025-04-01 11:07:11,52.66,18.74,85.21,7,35.0,5.0,3.89,normal_demand
EV_40014c4a,ST005,2025-04-01 02:14:53,2025-04-01 07:09:45,34.65,25.16,81.93,11,19.67,1.79,3.13,normal_demand
EV_68315719,ST001,2025-04-01 02:15:20,2025-04-01 09:38:57,54.2,41.86,80.91,7,21.17,3.02,4.37,normal_demand
EV_4ebbc031,ST018,2025-04-01 02:15:59,2025-04-01 06:11:35,75.08,35.29,93.85,22,43.96,2.0,1.93,normal_demand
EV_7ef08007,ST015,2025-04-01 02:19:56,2025-04-01 10:56:25,85.2,37.4,88.69,11,43.7,3.97,4.64,normal_demand
EV_b1aff7ab,ST015,2025-04-01 02:20:38,2025-04-01 07:43:57,47.31,44.06,83.02,22,18.44,0.84,4.55,normal_demand
EV_2eb94b3f,ST001,2025-04-01 02:20:52,2025-04-01 10:37:07,74.26,21.23,88.38,7,49.86,7.12,1.15,normal_demand
EV_d7f6f9fa,ST016,2025-04-01 02:25:07,2025-04-01 08:30:43,56.13,50.89,93.05,50,23.66,0.47,5.62,normal_demand
EV_5cc4eab9,ST003,2025-04-01 02:25:36,2025-04-01 10:36:30,66.8,40.17,85.77,11,30.46,2.77,5.41,normal_demand
EV_7b2c8c8e,ST007,2025-04-01 02:26:07,2025-04-01 09:59:14,52.56,42.04,85.6,11,22.9,2.08,5.47,normal_demand
EV_4918bf45,ST010,2025-04-01 02:28:29,2025-04-01 07:48:27,44.55,37.71,86.81,7,21.88,3.13,2.21,normal_demand
EV_662e0d9a,ST010,2025-04-01 02:35:21,2025-04-01 05:42:21,32.86,54.71,87.92,7,10.91,1.56,1.56,normal_demand
EV_4e1d3f67,ST008,2025-04-01 02:38:28,2025-04-01 08:40:31,63.92,57.88,88.36,22,19.48,0.89,5.15,normal_demand
EV_d6418da1,ST004,2025-04-01 02:40:07,2025-04-01 06:35:50,59.31,59.92,91.61,7,18.8,2.69,1.24,normal_demand
EV_4b47c91c,ST005,2025-04-01 02:43:24,2025-04-01 05:56:56,48.05,58.78,84.25,7,12.24,1.75,1.48,normal_demand
EV_53acd95d,ST005,2025-04-01 02:46:51,2025-04-01 04:34:49,48.08,37.33,95.44,50,27.94,0.56,1.24,normal_demand
EV_260d92d1,ST017,2025-04-01 02:47:08,2025-04-01 07:07:31,42.35,47.4,93.73,50,19.62,0.39,3.95,normal_demand
EV_53718975,ST012,2025-04-01 02:48:34,2025-04-01 06:40:22,48.05,13.24,97.77,22,40.62,1.85,2.02,normal_demand
EV_d1479b7d,ST007,2025-04-01 02:49:14,2025-04-01 11:49:31,35.8,15.92,99.88,7,30.05,4.29,4.71,normal_demand
EV_5bb66454,ST005,2025-04-01 02:50:09,2025-04-01 08:48:19,46.18,44.44,96.45,7,24.01,3.43,2.54,normal_demand
EV_6a9ecd30,ST012,2025-04-01 02:51:05,2025-04-01 07:45:53,81.66,49.28,88.04,11,31.65,2.88,2.04,normal_demand
EV_14bb09ef,ST013,2025-04-01 02:52:12,2025-04-01 08:15:20,39.72,44.62,95.51,50,20.21,0.4,4.98,normal_demand
EV_32452a85,ST015,2025-04-01 02:52:36,2025-04-01 11:06:27,65.82,43.25,91.2,7,31.56,4.51,3.72,normal_demand
EV_26aec04d,ST007,2025-04-01 02:55:44,2025-04-01 09:55:40,96.78,45.45,97.01,11,49.9,4.54,2.46,normal_demand
EV_4a2af1e6,ST014,2025-04-01 03:02:58,2025-04-01 08:10:39,31.27,12.08,80.11,22,21.27,0.97,4.16,normal_demand
EV_d697827d,ST002,2025-04-01 03:18:01,2025-04-01 09:39:22,90.59,44.75,90.25,11,41.22,3.75,2.61,normal_demand
EV_c09050fd,ST005,2025-04-01 03:20:52,2025-04-01 10:54:22,56.66,56.72,91.2,7,19.54,2.79,4.77,normal_demand
EV_7596493f,ST004,2025-04-01 03:21:43,2025-04-01 12:30:40,47.39,14.9,97.85,7,39.31,5.62,3.53,normal_demand
EV_b81e32f6,ST019,2025-04-01 03:22:55,2025-04-01 12:15:17,57.46,43.38,84.03,7,23.36,3.34,5.54,normal_demand
EV_22a11dbe,ST009,2025-04-01 03:25:54,2025-04-01 08:01:03,39.75,39.0,92.06,11,21.09,1.92,2.67,normal_demand
EV_140ae2cf,ST014,2025-04-01 03:28:38,2025-04-01 11:48:18,71.08,23.16,94.24,11,50.53,4.59,3.73,normal_demand
EV_5c985e68,ST008,2025-04-01 03:44:37,2025-04-01 08:41:26,41.38,29.94,95.19,11,27.0,2.45,2.49,normal_demand
EV_d0296455,ST017,2025-04-01 03:44:40,2025-04-01 08:56:20,77.93,29.01,85.44,22,43.98,2.0,3.2,normal_demand
EV_1f74592b,ST010,2025-04-01 03:45:16,2025-04-01 07:37:16,33.83,41.23,88.44,7,15.97,2.28,1.59,normal_demand
EV_16fe7216,ST020,2025-04-01 03:51:33,2025-04-01 09:50:27,77.71,42.51,98.22,50,43.29,0.87,5.12,normal_demand
EV_42f8b15f,ST008,2025-04-01 03:52:09,2025-04-01 13:49:46,85.96,42.54,84.04,7,35.67,5.1,4.86,normal_demand
EV_15fb6a6d,ST019,2025-04-01 03:52:44,2025-04-01 13:17:05,53.56,25.59,88.45,7,33.67,4.81,4.6,normal_demand
EV_fc85f57b,ST011,2025-04-01 03:54:37,2025-04-01 07:50:50,92.86,52.33,97.47,22,41.93,1.91,2.03,normal_demand
EV_cc0428cb,ST009,2025-04-01 04:04:04,2025-04-01 06:37:25,39.75,58.79,97.58,11,15.42,1.4,1.15,normal_demand
EV_19aad9ac,ST019,2025-04-01 04:05:33,2025-04-01 09:44:21,99.98,40.52,91.31,11,50.78,4.62,1.03,normal_demand
EV_407bcf26,ST018,2025-04-01 04:09:24,2025-04-01 06:25:38,42.46,31.97,81.6,22,21.08,0.96,1.31,normal_demand
EV_26c367fd,ST001,2025-04-01 04:09:32,2025-04-01 10:31:40,57.93,48.46,87.89,22,22.84,1.04,5.33,normal_demand
EV_5963f524,ST012,2025-04-01 04:11:05,2025-04-01 15:27:48,98.77,25.23,96.74,11,70.62,6.42,4.86,normal_demand
EV_ecac8fb0,ST010,2025-04-01 04:15:02,2025-04-01 12:54:44,56.39,30.71,84.79,7,30.5,4.36,4.31,normal_demand
EV_2d980117,ST010,2025-04-01 04:15:30,2025-04-01 14:11:56,46.67,22.33,92.02,7,32.53,4.65,5.29,normal_demand
EV_ccc0b9cb,ST015,2025-04-01 04:21:49,2025-04-01 07:49:32,33.17,19.79,90.65,22,23.5,1.07,2.39,normal_demand
EV_70c4c790,ST018,2025-04-01 04:24:06,2025-04-01 10:51:00,31.85,10.38,88.22,50,24.79,0.5,5.95,normal_demand
EV_9a603779,ST014,2025-04-01 04:26:11,2025-04-01 12:33:11,84.06,41.66,81.63,7,33.61,4.8,3.32,normal_demand
EV_2051a669,ST011,2025-04-01 04:28:35,2025-04-01 09:56:34,41.25,56.53,82.53,11,10.72,0.97,4.49,normal_demand
EV_d610df68,ST007,2025-04-01 04:28:39,2025-04-01 10:16:38,49.38,43.09,92.31,22,24.3,1.1,4.7,normal_demand
EV_1524d0a7,ST007,2025-04-01 04:30:53,2025-04-01 16:25:32,71.32,16.77,87.73,7,50.61,7.23,4.68,normal_demand
EV_0d8c4366,ST005,2025-04-01 04:41:08,2025-04-01 14:00:55,55.12,16.54,93.36,11,42.34,3.85,5.48,normal_demand
EV_49625fdb,ST014,2025-04-01 04:41:56,2025-04-01 18:35:21,90.32,16.59,86.86,7,63.48,9.07,4.82,normal_demand
EV_fbb2a100,ST017,2025-04-01 04:42:12,2025-04-01 07:53:46,32.01,30.55,88.24,11,18.47,1.68,1.51,normal_demand
EV_a73124a1,ST010,2025-04-01 04:46:09,2025-04-01 19:08:47,84.86,18.4,90.39,7,61.09,8.73,5.65,normal_demand
EV_a7d70c5a,ST004,2025-04-01 04:47:31,2025-04-01 08:04:07,59.04,24.24,94.62,22,41.55,1.89,1.39,normal_demand
EV_04fc3288,ST009,2025-04-01 05:05:46,2025-04-01 19:30:00,90.62,10.91,82.78,7,65.13,9.3,5.1,normal_demand
EV_fc7c7950,ST009,2025-04-01 05:10:46,2025-04-01 17:33:24,69.56,13.6,80.73,7,46.7,6.67,5.71,normal_demand
EV_de1425c9,ST020,2025-04-01 05:19:50,2025-04-01 13:26:18,92.66,27.38,80.25,11,49.0,4.45,3.65,normal_demand
EV_d8782b3a,ST008,2025-04-01 05:21:58,2025-04-01 09:21:54,69.65,26.73,89.51,22,43.73,1.99,2.01,normal_demand
EV_1bb4a70a,ST014,2025-04-01 05:22:56,2025-04-01 11:07:24,58.83,32.99,99.26,22,38.98,1.77,3.97,normal_demand
EV_34771d00,ST017,2025-04-01 05:26:09,2025-04-01 13:11:21,66.72,50.3,97.11,7,31.24,4.46,3.29,normal_demand
EV_e946e06d,ST004,2025-04-01 05:28:13,2025-04-01 12:53:46,73.28,18.77,99.68,11,59.29,5.39,2.04,normal_demand
EV_598ca745,ST011,2025-04-01 05:29:28,2025-04-01 10:19:39,65.24,21.69,85.54,11,41.66,3.79,1.05,normal_demand
EV_e9408bb3,ST003,2025-04-01 05:41:38,2025-04-01 11:44:56,95.07,59.74,86.1,7,25.05,3.58,2.48,normal_demand
EV_c4b3140d,ST012,2025-04-01 05:42:11,2025-04-01 11:21:43,75.21,29.85,89.01,22,44.5,2.02,3.64,normal_demand
EV_4bd9fafa,ST018,2025-04-01 05:44:58,2025-04-01 13:11:04,67.6,25.16,83.48,22,39.42,1.79,5.64,normal_demand
EV_ced95e86,ST007,2025-04-01 05:48:16,2025-04-01 07:58:32,43.09,48.24,93.3,22,19.42,0.88,1.29,normal_demand
EV_0cee971a,ST011,2025-04-01 05:48:33,2025-04-01 08:20:59,38.93,56.85,84.8,22,10.88,0.49,2.05,normal_demand
EV_f57e943d,ST010,2025-04-01 05:51:20,2025-04-01 13:17:38,88.93,13.11,89.38,11,67.82,6.17,1.27,normal_demand
EV_a69acd4f,ST018,2025-04-01 05:56:43,2025-04-01 12:35:45,61.66,24.64,81.02,11,34.76,3.16,3.49,normal_demand
EV_a27ca5c5,ST003,2025-04-01 05:58:58,2025-04-01 11:37:15,62.25,35.95,86.34,7,31.37,4.48,1.16,normal_demand
EV_f523672b,ST019,2025-04-01 06:00:20,2025-04-01 14:34:58,53.46,29.1,88.22,7,31.61,4.52,4.06,normal_demand
EV_8d14db9b,ST006,2025-04-01 06:02:33,2025-04-01 14:41:09,52.55,52.1,90.82,7,20.34,2.91,5.74,normal_demand
EV_78abd81a,ST009,2025-04-01 06:11:26,2025-04-01 18:09:46,95.06,16.63,93.06,7,72.66,10.38,1.59,normal_demand
EV_54b31576,ST017,2025-04-01 06:12:38,2025-04-01 11:45:01,73.27,58.15,97.2,22,28.62,1.3,4.24,normal_demand
EV_0ba34673,ST006,2025-04-01 06:21:53,2025-04-01 09:38:23,70.21,44.61,80.25,11,25.02,2.27,1.0,normal_demand
EV_4b153625,ST012,2025-04-01 06:29:59,2025-04-01 09:12:04,37.93,14.92,86.9,22,27.3,1.24,1.46,normal_demand
EV_dcf23a19,ST006,2025-04-01 06:30:44,2025-04-01 10:27:41,44.91,21.84,90.25,50,30.72,0.61,3.33,normal_demand
EV_701ebd09,ST008,2025-04-01 06:39:25,2025-04-01 15:55:56,49.05,40.51,95.24,7,26.84,3.83,5.44,normal_demand
EV_73314260,ST014,2025-04-01 06:41:15,2025-04-01 10:24:18,64.89,45.44,96.56,22,33.18,1.51,2.21,normal_demand
EV_c6d4b9e1,ST007,2025-04-01 06:43:06,2025-04-01 12:44:35,57.87,48.73,86.19,7,21.68,3.1,2.93,normal_demand
EV_1c731c8c,ST016,2025-04-01 06:44:18,2025-04-01 10:21:14,57.47,32.49,97.85,22,37.56,1.71,1.91,normal_demand
EV_3aeeb0d8,ST002,2025-04-01 06:44:32,2025-04-01 10:34:38,54.54,51.13,81.04,11,16.31,1.48,2.35,normal_demand
EV_1cece9e0,ST006,2025-04-01 06:44:35,2025-04-01 13:29:39,60.44,34.82,97.27,11,37.74,3.43,3.32,normal_demand
EV_5b2b6d1c,ST013,2025-04-01 06:45:52,2025-04-01 14:31:01,45.54,38.25,95.97,11,26.28,2.39,5.36,normal_demand
EV_2d8dc8b6,ST009,2025-04-01 06:46:07,2025-04-01 12:55:56,75.69,10.47,87.42,22,58.25,2.65,3.52,normal_demand
EV_1583d974,ST017,2025-04-01 06:50:10,2025-04-01 12:15:28,38.38,14.46,89.42,7,28.77,4.11,1.31,normal_demand
EV_af7b47c0,ST013,2025-04-01 06:51:25,2025-04-01 10:29:42,80.33,19.22,87.9,50,55.17,1.1,2.53,normal_demand
EV_75e3f54d,ST001,2025-04-01 06:52:37,2025-04-01 17:42:01,62.34,13.33,89.64,7,47.57,6.8,4.03,normal_demand
EV_cc1db86e,ST016,2025-04-01 06:57:14,2025-04-01 12:11:40,32.75,54.0,82.81,22,9.44,0.43,4.81,normal_demand
EV_df6cb589,ST001,2025-04-01 06:59:22,2025-04-01 14:17:53,40.53,56.35,93.28,7,14.97,2.14,5.17,normal_demand
EV_14fc568f,ST009,2025-04-01 07:00:41,2025-04-01 13:30:51,97.89,27.58,98.74,50,69.66,1.39,5.11,normal_demand
EV_005bb5e4,ST007,2025-04-01 07:02:13,2025-04-01 12:55:43,50.61,54.31,87.68,7,16.89,2.41,3.48,normal_demand
EV_e6d20f78,ST019,2025-04-01 07:02:46,2025-04-01 20:26:44,87.49,29.72,90.25,7,52.95,7.56,5.84,normal_demand
EV_4da1b28d,ST007,2025-04-01 07:04:00,2025-04-01 12:20:08,38.18,36.77,81.88,22,17.22,0.78,4.49,normal_demand
EV_0de54605,ST014,2025-04-01 07:13:15,2025-04-01 10:41:40,52.92,41.18,86.29,11,23.87,2.17,1.3,normal_demand
EV_8df3e363,ST017,2025-04-01 07:18:06,2025-04-01 15:16:27,56.35,42.37,86.95,7,25.12,3.59,4.38,normal_demand
EV_5b374b40,ST002,2025-04-01 07:18:38,2025-04-01 16:38:35,89.48,19.06,82.28,7,56.57,8.08,1.25,normal_demand
EV_3f063a7c,ST009,2025-04-01 07:27:48,2025-04-01 12:47:02,74.34,59.39,90.77,50,23.33,0.47,4.85,normal_demand
EV_7216ab18,ST008,2025-04-01 07:28:51,2025-04-01 13:05:38,37.95,50.3,81.35,7,11.78,1.68,3.93,normal_demand
EV_d9b7477b,ST006,2025-04-01 07:32:40,2025-04-01 10:56:43,42.39,21.33,83.16,22,26.21,1.19,2.21,normal_demand
EV_7dc703fe,ST017,2025-04-01 07:36:22,2025-04-01 18:32:54,53.44,22.06,96.59,7,39.83,5.69,5.25,normal_demand
EV_be84b407,ST011,2025-04-01 07:37:55,2025-04-01 13:33:59,55.93,38.11,99.34,22,34.25,1.56,4.38,normal_demand
EV_1f844ada,ST005,2025-04-01 07:39:19,2025-04-01 10:06:28,40.93,37.11,85.51,22,19.81,0.9,1.55,normal_demand
EV_c18efa13,ST010,2025-04-01 07:39:48,2025-04-01 17:42:02,71.32,25.28,93.77,7,48.84,6.98,3.06,normal_demand
EV_e85013b0,ST015,2025-04-01 07:40:52,2025-04-01 12:24:35,59.5,47.29,93.54,11,27.52,2.5,2.23,normal_demand
EV_a2ba0643,ST002,2025-04-01 07:41:55,2025-04-01 13:54:36,47.22,20.43,92.68,22,34.12,1.55,4.66,normal_demand
EV_849441c5,ST015,2025-04-01 07:45:03,2025-04-01 14:52:35,94.79,19.26,92.34,22,69.27,3.15,3.98,normal_demand
EV_777e5c54,ST010,2025-04-01 07:45:24,2025-04-01 18:31:09,61.32,21.73,97.81,7,46.65,6.66,4.1,normal_demand
EV_ae5027e2,ST009,2025-04-01 07:48:15,2025-04-01 12:10:42,46.81,16.82,89.96,11,34.23,3.11,1.26,normal_demand
EV_ddbccdc4,ST006,2025-04-01 07:48:28,2025-04-01 12:35:07,73.42,55.0,90.91,11,26.36,2.4,2.38,normal_demand
EV_4fa49378,ST003,2025-04-01 07:48:34,2025-04-01 21:53:00,88.14,12.89,96.59,7,73.77,10.54,3.53,normal_demand
EV_6aac4d91,ST017,2025-04-01 07:53:16,2025-04-01 15:15:55,96.39,39.65,80.78,7,39.64,5.66,1.71,normal_demand
EV_298119f4,ST016,2025-04-01 07:56:29,2025-04-01 14:13:34,64.48,39.72,89.28,11,31.95,2.9,3.38,normal_demand
EV_5d8a589c,ST009,2025-04-01 08:06:09,2025-04-01 15:49:35,67.25,49.77,90.55,7,27.42,3.92,3.81,normal_demand
EV_3d139b71,ST019,2025-04-01 08:06:42,2025-04-01 14:21:31,67.99,55.09,87.24,22,21.86,0.99,5.25,normal_demand
EV_5e232e20,ST018,2025-04-01 08:08:12,2025-04-01 15:20:44,38.04,28.38,82.22,7,20.48,2.93,4.28,normal_demand
EV_85d3f65d,ST017,2025-04-01 08:10:45,2025-04-01 16:21:07,76.77,37.75,97.8,7,46.1,6.59,1.59,normal_demand
EV_dff531bf,ST016,2025-04-01 08:11:08,2025-04-01 12:47:04,87.2,27.3,86.11,50,51.27,1.03,3.57,normal_demand
EV_bb975626,ST013,2025-04-01 08:22:51,2025-04-01 16:23:22,72.74,13.41,88.94,22,54.94,2.5,5.51,normal_demand
EV_a2ddf760,ST016,2025-04-01 08:25:19,2025-04-01 14:43:55,74.34,42.12,86.28,11,32.83,2.98,3.33,normal_demand
EV_27cb8f51,ST008,2025-04-01 08:28:49,2025-04-01 11:30:28,36.41,42.85,89.85,11,17.11,1.56,1.47,normal_demand
EV_ed9604c0,ST015,2025-04-01 08:32:36,2025-04-01 11:05:36,45.72,59.0,85.15,11,11.96,1.09,1.46,normal_demand
EV_4a3b984f,ST011,2025-04-01 08:33:43,2025-04-01 15:32:27,31.02,23.74,89.18,11,20.3,1.85,5.13,normal_demand
EV_d94303f9,ST005,2025-04-01 08:36:11,2025-04-01 18:14:19,64.45,40.35,99.7,7,38.25,5.46,4.17,normal_demand
EV_5be474bd,ST001,2025-04-01 08:37:40,2025-04-01 15:54:10,53.95,28.79,84.75,11,30.18,2.74,4.53,normal_demand
EV_9654257d,ST007,2025-04-01 08:38:40,2025-04-01 15:55:07,72.8,44.01,90.33,11,33.72,3.07,4.21,normal_demand
EV_b63a3f2d,ST015,2025-04-01 08:43:37,2025-04-01 13:58:41,48.85,59.62,83.75,11,11.78,1.07,4.18,normal_demand
EV_3b263772,ST004,2025-04-01 08:47:33,2025-04-01 14:47:48,88.95,15.07,81.05,50,58.68,1.17,4.83,normal_demand
EV_8422e2ac,ST009,2025-04-01 08:49:30,2025-04-01 12:55:37,81.88,15.05,84.84,50,57.14,1.14,2.96,normal_demand
EV_5c41f42a,ST016,2025-04-01 08:49:36,2025-04-01 14:19:57,54.93,40.03,93.02,22,29.11,1.32,4.18,normal_demand
EV_d22f4dcd,ST017,2025-04-01 08:53:01,2025-04-01 14:56:27,65.19,10.55,99.91,22,58.25,2.65,3.41,normal_demand
EV_43501561,ST015,2025-04-01 08:53:43,2025-04-01 18:01:17,88.08,45.38,96.67,11,45.18,4.11,5.02,normal_demand
EV_8544be70,ST014,2025-04-01 08:55:42,2025-04-01 16:50:37,88.12,50.0,88.61,7,34.02,4.86,3.06,normal_demand
